Track,"Car","Race #","Driver","Team","Lap","Position","Fuel","Pen","Lap Time","Sector 1","Sector 2","Sector 3","Gap","TimingFlags","Delta RR","Delta QR","Delta RS","Delta QS","Condition","Tyres","Pos (Start Lap)","Fuel (Start Lap)","Position Δ","Wind Speed","Wind Direction","Brake Bias","Track Grip","Rain Intensity","Tyre","Tyre Set","Suspension Damage FL","Suspension Damage FR","Suspension Damage RL","Suspension Damage RR","Lap 0 Timestamp","Real Timestamp","Real Duration","° Air","° Road","° FL","° FR","° RL","° RR","Accel From","Accel to","Accidents","Adjusted timestamp","Brake ° FL","Brake ° FR","Brake ° RL","Brake ° RR","Brake Compound F","Brake Compound R","Brand","Category","Cup","Damage Front","Damage Left","Damage Rear","DamageRight","Driver ID","ECU Mode","ELO","First Name","Flags","Lap Completed Timestamp","Lap Type","Last Name","Licence","Max Speed","Nation Flag","Nationality","p FL","p FR","p RL","p RR","Peak Accel","Peak Accel Dist","Peak Accel Time","Penalty","Penalty Code","PenaltyTime","Player ID","Player Unclear","Position (Broadcast)","Repair Time","Session ID","Short Name","SR","Timestamp"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","11","33","45,9L","","2:31,522","0:44,747","","0:40,102","+5,719","0","+11,370","+12,759","+2,145","-0,904","OPTIMUM","Dry","33","0","","6,4 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","27:29,151","","12,7°C","13,6°C","75,4°C","74,3°C","72,9°C","71,5°C","71","231","0","","735,7°C","731,2°C","294,6°C","291,7°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","1","45:50,360","Regular","Synkkanen","","247 Km/h","","Finland","26,6 psi","26,7 psi","26,7 psi","26,7 psi","20,8401231060606","667,26","13696","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","12","33","42,9L","","2:33,075","0:44,847","","0:41,017","+7,476","0","+12,923","+14,312","+3,698","+0,649","OPTIMUM","Dry","33","0","","6,5 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","30:02,187","","12,6°C","13,5°C","74,7°C","73,5°C","72,6°C","71,3°C","71","231","0","","747,7°C","743,3°C","303,7°C","301,2°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","48:23,435","Regular","Synkkanen","","246 Km/h","","Finland","26,5 psi","26,6 psi","26,6 psi","26,7 psi","21,5834247871334","667,26","13696","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","13","33","40,0L","","2:31,267","0:44,885","","0:39,880","+8,175","0","+11,115","+12,504","+1,890","-1,159","OPTIMUM","Dry","33","0","","6,6 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","32:33,459","","12,6°C","13,4°C","75,3°C","74,7°C","72,7°C","71,7°C","71","231","0","","749,0°C","744,8°C","305,6°C","302,7°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","50:54,717","Regular","Synkkanen","","246 Km/h","","Finland","26,6 psi","26,7 psi","26,6 psi","26,8 psi","22,2534266409266","667,26","13696","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","14","33","37,0L","","2:30,207","0:44,565","","0:39,785","+8,339","0","+10,055","+11,444","+0,830","-2,219","OPTIMUM","Dry","33","0","","6,6 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","35:03,581","","12,6°C","13,4°C","75,6°C","74,7°C","73,2°C","71,9°C","71","231","0","","749,9°C","745,3°C","304,4°C","301,4°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","53:24,907","Regular","Synkkanen","","247 Km/h","","Finland","26,6 psi","26,7 psi","26,7 psi","26,8 psi","21,306200750469","667,26","13696","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","15","31","34,0L","","2:30,510","0:44,922","","0:39,860","+9,115","0","+10,358","+11,747","+1,133","-1,916","OPTIMUM","Dry","33","0","+2","6,7 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","37:34,190","","12,6°C","13,3°C","75,2°C","74,0°C","73,7°C","72,3°C","71","231","0","","738,9°C","734,2°C","296,2°C","293,4°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","55:55,422","Regular","Synkkanen","","246 Km/h","","Finland","26,6 psi","26,7 psi","26,7 psi","26,8 psi","20,8317607655502","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","16","31","31,0L","","2:30,412","0:44,707","","0:39,867","+9,751","0","+10,260","+11,649","+1,035","-2,014","OPTIMUM","Dry","31","0","","6,7 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","40:04,568","","12,5°C","13,2°C","75,5°C","74,3°C","73,6°C","72,4°C","71","231","0","","747,7°C","743,1°C","302,6°C","299,7°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","58:25,842","Regular","Synkkanen","","246 Km/h","","Finland","26,6 psi","26,7 psi","26,7 psi","26,8 psi","20,4461627906977","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","17","31","28,1L","","2:30,232","0:44,597","","0:39,815","+9,863","0","+10,080","+11,469","+0,855","-2,194","OPTIMUM","Dry","31","0","","6,8 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","42:34,743","","12,5°C","13,1°C","74,9°C","73,8°C","73,5°C","72,3°C","71","231","0","","739,1°C","734,4°C","295,7°C","292,9°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","60:56,067","Regular","Synkkanen","","247 Km/h","","Finland","26,6 psi","26,7 psi","26,7 psi","26,8 psi","20,779820585458","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","18","31","25,1L","","2:30,692","0:44,975","","0:39,945","+10,878","0","+10,540","+11,929","+1,315","-1,734","OPTIMUM","Dry","31","0","","6,9 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","45:05,599","","12,5°C","13,0°C","74,7°C","73,6°C","73,4°C","72,1°C","71","231","0","","737,5°C","732,6°C","294,6°C","291,9°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","63:26,757","Regular","Synkkanen","","245 Km/h","","Finland","26,5 psi","26,6 psi","26,7 psi","26,8 psi","20,7436806883365","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","19","31","22,2L","","2:30,635","0:44,685","","0:40,132","+11,397","0","+10,483","+11,872","+1,258","-1,791","OPTIMUM","Dry","31","0","","6,9 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","47:36,147","","12,5°C","12,9°C","74,3°C","73,3°C","73,6°C","72,3°C","71","231","0","","736,1°C","731,7°C","294,0°C","291,6°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","1","65:57,405","Regular","Synkkanen","","247 Km/h","","Finland","26,5 psi","26,6 psi","26,7 psi","26,8 psi","20,5745402298851","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","20","31","19,3L","","2:31,982","0:44,792","","0:40,130","+13,068","0","+11,830","+13,219","+2,605","-0,444","OPTIMUM","Dry","31","0","","7,0 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","50:08,026","","12,4°C","12,9°C","74,5°C","73,0°C","73,3°C","72,1°C","71","231","0","","745,5°C","741,0°C","302,2°C","299,2°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","68:29,385","Regular","Synkkanen","","246 Km/h","","Finland","26,5 psi","26,6 psi","26,7 psi","26,8 psi","20,0253457943925","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","21","31","16,3L","","2:30,727","0:44,720","","0:39,855","+13,680","0","+10,575","+11,964","+1,350","-1,699","OPTIMUM","Dry","31","0","","7,0 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","52:38,872","","12,4°C","12,8°C","73,7°C","72,5°C","72,9°C","71,7°C","71","231","0","","736,1°C","732,2°C","294,0°C","291,7°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","71:00,105","Regular","Synkkanen","","247 Km/h","","Finland","26,4 psi","26,5 psi","26,7 psi","26,7 psi","21,1883620689655","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","22","31","13,4L","","2:30,817","0:44,515","","0:40,060","+12,278","0","+10,665","+12,054","+1,440","-1,609","OPTIMUM","Dry","31","0","","7,1 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","55:09,608","","12,4°C","12,7°C","74,4°C","73,4°C","73,4°C","72,4°C","71","231","0","","753,2°C","748,5°C","307,1°C","304,2°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","1","73:30,925","Regular","Synkkanen","","248 Km/h","","Finland","26,5 psi","26,6 psi","26,7 psi","26,8 psi","21,2752975047985","667,26","13696","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","23","31","10,4L","","2:30,780","0:44,897","","0:39,785","+13,092","0","+10,628","+12,017","+1,403","-1,646","OPTIMUM","Dry","31","0","","7,1 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","57:40,436","","12,4°C","12,6°C","74,0°C","72,9°C","73,2°C","72,4°C","71","231","0","","743,7°C","739,7°C","300,1°C","297,6°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","76:01,705","Regular","Synkkanen","","248 Km/h","","Finland","26,5 psi","26,6 psi","26,7 psi","26,8 psi","21,226269379845","667,26","13696","0","","0","0","True","30","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","24","31","7,5L","","2:31,307","0:44,505","","0:40,150","+6,109","513","+11,155","+12,544","+1,930","-1,119","OPTIMUM","Dry","31","0","","7,2 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","60:11,480","","12,3°C","12,5°C","73,4°C","72,6°C","73,2°C","72,5°C","71","231","0","","738,2°C","734,1°C","296,0°C","293,5°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","78:33,012","Regular","Synkkanen","","248 Km/h","","Finland","26,4 psi","26,5 psi","26,7 psi","26,8 psi","20,9341610738255","667,26","13696","0","","0","0","True","30","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Ville Synkkanen (SYN)","","25","30","4,6L","","2:38,650","0:44,727","","0:47,182","+0,832","0","+18,498","+19,887","+9,273","+6,224","OPTIMUM","Dry","31","0","+1","7,3 Km/h","N","51,0%","Optimum","No Rain","DHA","1","0","0","0","0","","62:50,274","","12,3°C","12,4°C","72,9°C","72,1°C","73,3°C","72,4°C","71","231","0","","740,4°C","736,6°C","298,5°C","296,2°C","2","2","","Platinum","Pro","0","0","0","0","0","1","","Ville","0","81:11,657","Inlap","Synkkanen","","247 Km/h","","Finland","26,3 psi","26,5 psi","26,7 psi","26,8 psi","23,4431208997188","667,26","13696","0","","0","0","True","30","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","SYN","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","26","31","0,0L","","3:56,250","","","0:40,227","+13,188","0","+96,098","+97,487","+86,873","+83,824","","","30","0","-1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","66:46,571","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","85:07,977","Outlap","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","27","30","0,0L","","2:31,172","0:45,245","","0:39,975","+15,069","0","+11,020","+12,409","+1,795","-1,254","","","31","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","69:17,724","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","87:39,150","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","30","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","28","32","0,0L","","2:31,887","0:44,807","","0:40,920","+0,000","0","+11,735","+13,124","+2,510","-0,539","","","30","0","-2","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","71:49,705","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","90:11,040","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","31","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","29","33","0,0L","","2:33,197","0:46,067","","0:40,465","+2,286","0","+13,045","+14,434","+3,820","+0,771","","","32","0","-1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","74:22,612","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","92:44,240","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","30","33","0,0L","","2:31,802","0:45,022","","0:40,222","+2,902","0","+11,650","+13,039","+2,425","-0,624","","","33","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","76:54,542","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","95:16,030","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","31","33","0,0L","","2:33,327","0:44,850","","0:41,282","+4,528","0","+13,175","+14,564","+3,950","+0,901","","","33","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","79:27,854","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","1","97:49,362","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","32","33","0,0L","","2:32,285","0:45,280","","0:40,177","+6,445","0","+12,133","+13,522","+2,908","-0,141","","","33","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","82:00,011","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","33","34","0,0L","","2:32,352","0:45,312","","0:39,965","+5,105","0","+12,200","+13,589","+2,975","-0,074","","","33","0","-1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","84:32,493","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","34","34","0,0L","","2:32,587","0:45,495","","0:39,977","+10,730","0","+12,435","+13,824","+3,210","+0,161","","","34","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","87:04,884","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","35","33","0,0L","","2:31,630","0:44,797","","0:40,410","+12,494","0","+11,478","+12,867","+2,253","-0,796","","","34","0","+1","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","89:36,514","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
Spa- Francorchamps (2022),"Alpine A110 GT4","303","Lorenzo Tresoldi (TRE)","","36","33","0,0L","","2:31,485","0:44,780","","0:40,052","+14,067","0","+11,333","+12,722","+2,108","-0,941","","","33","0","","0,0 Km/h","N","","Green","No Rain","DHA","0","0","0","0","0","","92:08,000","","","","","","","","0","0","0","","","","","","1","1","","Platinum","Pro","0","0","0","0","2","1","","Lorenzo","0","","Regular","Tresoldi","","","","Italy","","","","","0","0","0","0","","0","0","True","33","","8eb82b48-0fbd-42c7-89d7-a276a9fa375d","TRE","","0.0"
